5,0.0015689,0.0004236,0,0.0010321,0.0009956,0,0.0009996,0,0.000995,0.0010025,0,0.0009934,0.0009972,0,0.0009977,0,0.0009976,0,0.0009955,0.0009917
50,0.006983,0.0080138,0.0089399,0.0090089,0.0069488,0.0049855,0.0049867,0.0060217,0.004984,0.004982,0.0059548,0.0049859,0.0049866,0.0060109,0.0049943,0.0039882,0.0049805,0.0049924,0.0049874,0.0059834
500,0.0588436,0.0508565,0.0478447,0.0468745,0.0459051,0.046874,0.0488421,0.0478992,0.0468746,0.0541284,0.0485973,0.0468995,0.0468495,0.0468744,0.0458499,0.0469027,0.0458763,0.0478723,0.054859,0.0478659
2000,0.202452,0.183509,0.19049,0.185531,0.189493,0.204426,0.187498,0.184534,0.189493,0.192485,0.188496,0.199467,0.19049,0.190463,0.19352,0.189486,0.187495,0.186473,0.189521,0.192491
5000,0.481678,0.493679,0.466778,0.479717,0.477722,0.471739,0.467749,0.473733,0.477721,0.473248,0.467722,0.461765,0.465754,0.474758,0.478719,0.475727,0.46473,0.469743,0.465782,0.465755
